substrate_id,tfa_equivalents,reagent_nbs,reagent_nis,reagent_palauchlor,yield
Risperidone,6,0.0,1.0,0.0,5.793103448
Risperidone,10,0.0,1.0,0.0,10.13793103
Risperidone,15,0.0,1.0,0.0,10.86206897
Risperidone,25,0.0,1.0,0.0,21.0
Ritonavir,0,1.0,0.0,0.0,90.0
Ritonavir,1,1.0,0.0,0.0,81.96428571
Ritonavir,5,1.0,0.0,0.0,36.96428571
Ritonavir,10,1.0,0.0,0.0,23.30357143
Ritonavir,15,1.0,0.0,0.0,20.08928571
Ritonavir,25,1.0,0.0,0.0,16.07142857
Ritonavir,0,0.0,0.0,1.0,15.68571429
Ritonavir,1,0.0,0.0,1.0,61.0
Ritonavir,2,0.0,0.0,1.0,31.37142857
Ritonavir,4,0.0,0.0,1.0,0.0
Ritonavir,6,0.0,0.0,1.0,0.0
Ritonavir,10,0.0,0.0,1.0,0.0
Ritonavir,15,0.0,0.0,1.0,0.0
Ritonavir,25,0.0,0.0,1.0,0.0
Ritonavir,0,0.0,1.0,0.0,21.66666667
Ritonavir,1,0.0,1.0,0.0,61.28571429
Ritonavir,2,0.0,1.0,0.0,65.0
Ritonavir,4,0.0,1.0,0.0,16.71428571
Ritonavir,6,0.0,1.0,0.0,20.42857143
Ritonavir,10,0.0,1.0,0.0,18.57142857
Ritonavir,15,0.0,1.0,0.0,23.52380952
Ritonavir,25,0.0,1.0,0.0,29.71428571
Salicin,0,1.0,0.0,0.0,93.0
Salicin,1,1.0,0.0,0.0,49.28205128
Salicin,2,1.0,0.0,0.0,40.53846154
Salicin,4,1.0,0.0,0.0,33.38461538
Salicin,6,1.0,0.0,0.0,25.43589744
Salicin,10,1.0,0.0,0.0,23.05128205
Salicin,15,1.0,0.0,0.0,19.87179487
Salicin,25,1.0,0.0,0.0,7.948717949
Salicin,0,0.0,0.0,1.0,1.0
Salicin,1,0.0,0.0,1.0,76.0
Salicin,2,0.0,0.0,1.0,78.0
Salicin,4,0.0,0.0,1.0,63.0
Salicin,6,0.0,0.0,1.0,71.0
Salicin,10,0.0,0.0,1.0,51.0
Salicin,15,0.0,0.0,1.0,39.0
Salicin,25,0.0,0.0,1.0,33.0
Salicin,0,0.0,1.0,0.0,63.0
Salicin,1,0.0,1.0,0.0,16.90243902
Salicin,2,0.0,1.0,0.0,15.36585366
Salicin,4,0.0,1.0,0.0,19.97560976
Salicin,6,0.0,1.0,0.0,18.43902439
Salicin,10,0.0,1.0,0.0,20.74390244
Salicin,15,0.0,1.0,0.0,18.43902439
Salicin,25,0.0,1.0,0.0,16.13414634
Tetracycline,0,1.0,0.0,0.0,0.0
Tetracycline,1,1.0,0.0,0.0,0.0
Tetracycline,5,1.0,0.0,0.0,0.0
Tetracycline,25,1.0,0.0,0.0,0.0
Tetracycline,0,0.0,0.0,1.0,0.0
Tetracycline,1,0.0,0.0,1.0,0.0
Tetracycline,5,0.0,0.0,1.0,0.0
Tetracycline,25,0.0,0.0,1.0,0.0
Tetracycline,0,0.0,1.0,0.0,0.0
Tetracycline,1,0.0,1.0,0.0,0.0
Tetracycline,5,0.0,1.0,0.0,0.0
Tetracycline,25,0.0,1.0,0.0,0.0
Vardenafil,0,1.0,0.0,0.0,0.0
Vardenafil,1,1.0,0.0,0.0,0.0
Vardenafil,2,1.0,0.0,0.0,0.0
Vardenafil,4,1.0,0.0,0.0,0.0
Vardenafil,6,1.0,0.0,0.0,0.0
Vardenafil,10,1.0,0.0,0.0,0.0
Vardenafil,15,1.0,0.0,0.0,0.0
Vardenafil,25,1.0,0.0,0.0,0.0
Vardenafil,0,0.0,0.0,1.0,0.0
Vardenafil,1,0.0,0.0,1.0,0.0
Vardenafil,2,0.0,0.0,1.0,0.0
Vardenafil,4,0.0,0.0,1.0,0.0
Vardenafil,6,0.0,0.0,1.0,0.0
Vardenafil,10,0.0,0.0,1.0,1.0
Vardenafil,15,0.0,0.0,1.0,2.0
Vardenafil,25,0.0,0.0,1.0,4.0
Vardenafil,0,0.0,1.0,0.0,0.0
Vardenafil,1,0.0,1.0,0.0,0.0
Vardenafil,2,0.0,1.0,0.0,0.0
Vardenafil,4,0.0,1.0,0.0,0.0
Vardenafil,6,0.0,1.0,0.0,0.0
Vardenafil,10,0.0,1.0,0.0,0.0
Vardenafil,15,0.0,1.0,0.0,0.0
Vardenafil,25,0.0,1.0,0.0,0.0
Yohimbine,0,1.0,0.0,0.0,7.0
Yohimbine,1,1.0,0.0,0.0,40.0
Yohimbine,2,1.0,0.0,0.0,56.0
Yohimbine,4,1.0,0.0,0.0,62.0
Yohimbine,6,1.0,0.0,0.0,63.0
Yohimbine,10,1.0,0.0,0.0,64.0
Yohimbine,15,1.0,0.0,0.0,69.0
Yohimbine,25,1.0,0.0,0.0,65.0
Yohimbine,0,0.0,0.0,1.0,0.0
Yohimbine,1,0.0,0.0,1.0,0.0
Yohimbine,5,0.0,0.0,1.0,0.0
Yohimbine,25,0.0,0.0,1.0,0.0
Yohimbine,0,0.0,1.0,0.0,54.0
Yohimbine,1,0.0,1.0,0.0,38.0
Yohimbine,2,0.0,1.0,0.0,83.0
Yohimbine,4,0.0,1.0,0.0,77.0
Yohimbine,6,0.0,1.0,0.0,72.0
Yohimbine,10,0.0,1.0,0.0,69.0
Yohimbine,15,0.0,1.0,0.0,57.0
Yohimbine,25,0.0,1.0,0.0,40.0
