substrate_id,tfa_equivalents,reagent_nbs,reagent_nis,reagent_palauchlor,yield
Vardenafil,10.0,0.0,0.0,1.0,1.0
Yohimbine,10.0,0.0,0.0,1.0,0.0
Caffeine,10.0,0.0,1.0,0.0,4.0
Camptothecin,10.0,0.0,1.0,0.0,4.0
Cimetadine,10.0,0.0,1.0,0.0,0.0
Ciprofloxacin,10.0,0.0,1.0,0.0,7.0
Cladribine,10.0,0.0,1.0,0.0,0.0
Clotrimazole,10.0,0.0,1.0,0.0,0.0
Etodolac,10.0,0.0,1.0,0.0,0.0
Griseofulvin,10.0,0.0,1.0,0.0,21.0
Hydroquinine,10.0,0.0,1.0,0.0,9.0
Hydroxychloroquine,10.0,0.0,1.0,0.0,68.0
Ibuprofen,10.0,0.0,1.0,0.0,48.0
Indomethacin,10.0,0.0,1.0,0.0,69.0
Ketanserin,10.0,0.0,1.0,0.0,118.0
Lamivudine,10.0,0.0,1.0,0.0,0.0
Lidocaine,10.0,0.0,1.0,0.0,93.0
Nevirapine,10.0,0.0,1.0,0.0,0.0
Omeprazole,10.0,0.0,1.0,0.0,0.0
Palbociclib,10.0,0.0,1.0,0.0,31.0
Paracetamol,10.0,0.0,1.0,0.0,39.0
Quinine,10.0,0.0,1.0,0.0,0.0
Ribavirin,10.0,0.0,1.0,0.0,0.0
Risperidone,10.0,0.0,1.0,0.0,14.0
Ritonavir,10.0,0.0,1.0,0.0,30.0
Salicin,10.0,0.0,1.0,0.0,27.0
Tetracycline,10.0,0.0,1.0,0.0,0.0
Vardenafil,10.0,0.0,1.0,0.0,0.0
Yohimbine,10.0,0.0,1.0,0.0,68.0
Bifonazole,15.0,1.0,0.0,0.0,105.0
Caffeine,15.0,1.0,0.0,0.0,0.0
Camptothecin,15.0,1.0,0.0,0.0,16.0
Cimetadine,15.0,1.0,0.0,0.0,0.0
Ciprofloxacin,15.0,1.0,0.0,0.0,117.0
Cladribine,15.0,1.0,0.0,0.0,0.0
Clotrimazole,15.0,1.0,0.0,0.0,0.0
Etodolac,15.0,1.0,0.0,0.0,0.0
Ibuprofen,15.0,1.0,0.0,0.0,2.0
Indomethacin,15.0,1.0,0.0,0.0,72.0
Ketanserin,15.0,1.0,0.0,0.0,8.0
Lamivudine,15.0,1.0,0.0,0.0,0.0
Lidocaine,15.0,1.0,0.0,0.0,11.0
Mizolastine,15.0,1.0,0.0,0.0,106.0
Nevirapine,15.0,1.0,0.0,0.0,5.0
Omeprazole,15.0,1.0,0.0,0.0,0.0
Palbociclib,15.0,1.0,0.0,0.0,101.0
Paracetamol,15.0,1.0,0.0,0.0,39.0
Quinine,15.0,1.0,0.0,0.0,0.0
Ribavirin,15.0,1.0,0.0,0.0,0.0
Risperidone,15.0,1.0,0.0,0.0,3.0
Salicin,15.0,1.0,0.0,0.0,25.0
Tetracycline,15.0,1.0,0.0,0.0,0.0
Vardenafil,15.0,1.0,0.0,0.0,0.0
Yohimbine,15.0,1.0,0.0,0.0,50.0
Bifonazole,15.0,0.0,0.0,1.0,54.0
Boscalid,15.0,0.0,0.0,1.0,67.0
Caffeine,15.0,0.0,0.0,1.0,2.0
Camptothecin,15.0,0.0,0.0,1.0,92.0
Cimetadine,15.0,0.0,0.0,1.0,0.0
Ciprofloxacin,15.0,0.0,0.0,1.0,42.0
Cladribine,15.0,0.0,0.0,1.0,0.0
Clotrimazole,15.0,0.0,0.0,1.0,0.0
Etodolac,15.0,0.0,0.0,1.0,0.0
Griseofulvin,15.0,0.0,0.0,1.0,67.0
Ibuprofen,15.0,0.0,0.0,1.0,93.0
Indomethacin,15.0,0.0,0.0,1.0,0.0
Lamivudine,15.0,0.0,0.0,1.0,0.0
Mizolastine,15.0,0.0,0.0,1.0,45.0
Nevirapine,15.0,0.0,0.0,1.0,0.0
Omeprazole,15.0,0.0,0.0,1.0,0.0
Palbociclib,15.0,0.0,0.0,1.0,80.0
Paracetamol,15.0,0.0,0.0,1.0,38.0
Quinine,15.0,0.0,0.0,1.0,0.0
Ribavirin,15.0,0.0,0.0,1.0,0.0
Risperidone,15.0,0.0,0.0,1.0,57.0
Ritonavir,15.0,0.0,0.0,1.0,0.0
Tetracycline,15.0,0.0,0.0,1.0,0.0
Vardenafil,15.0,0.0,0.0,1.0,2.0
Yohimbine,15.0,0.0,0.0,1.0,0.0
Caffeine,15.0,0.0,1.0,0.0,1.0
Camptothecin,15.0,0.0,1.0,0.0,1.0
Cimetadine,15.0,0.0,1.0,0.0,0.0
Ciprofloxacin,15.0,0.0,1.0,0.0,9.0
Cladribine,15.0,0.0,1.0,0.0,0.0
Clotrimazole,15.0,0.0,1.0,0.0,0.0
Etodolac,15.0,0.0,1.0,0.0,0.0
Griseofulvin,15.0,0.0,1.0,0.0,25.0
Hydroquinine,15.0,0.0,1.0,0.0,11.0
Hydroxychloroquine,15.0,0.0,1.0,0.0,83.0
Ibuprofen,15.0,0.0,1.0,0.0,44.0
Indomethacin,15.0,0.0,1.0,0.0,64.0
Ketanserin,15.0,0.0,1.0,0.0,101.0
Lamivudine,15.0,0.0,1.0,0.0,0.0
Lidocaine,15.0,0.0,1.0,0.0,126.0
Nevirapine,15.0,0.0,1.0,0.0,0.0
Omeprazole,15.0,0.0,1.0,0.0,0.0
Palbociclib,15.0,0.0,1.0,0.0,18.0
Paracetamol,15.0,0.0,1.0,0.0,45.0
Quinine,15.0,0.0,1.0,0.0,0.0
Ribavirin,15.0,0.0,1.0,0.0,0.0
Risperidone,15.0,0.0,1.0,0.0,15.0
Ritonavir,15.0,0.0,1.0,0.0,38.0
Salicin,15.0,0.0,1.0,0.0,24.0
Tetracycline,15.0,0.0,1.0,0.0,0.0
Vardenafil,15.0,0.0,1.0,0.0,0.0
Yohimbine,15.0,0.0,1.0,0.0,56.0
Bifonazole,25.0,1.0,0.0,0.0,100.0
Caffeine,25.0,1.0,0.0,0.0,0.0
Camptothecin,25.0,1.0,0.0,0.0,9.0
Cimetadine,25.0,1.0,0.0,0.0,0.0
Ciprofloxacin,25.0,1.0,0.0,0.0,126.0
Cladribine,25.0,1.0,0.0,0.0,0.0
Clotrimazole,25.0,1.0,0.0,0.0,0.0
Etodolac,25.0,1.0,0.0,0.0,0.0
Ibuprofen,25.0,1.0,0.0,0.0,2.0
Indomethacin,25.0,1.0,0.0,0.0,65.0
Ketanserin,25.0,1.0,0.0,0.0,7.0
Lamivudine,25.0,1.0,0.0,0.0,0.0
Lidocaine,25.0,1.0,0.0,0.0,7.0
Mizolastine,25.0,1.0,0.0,0.0,100.0
Nevirapine,25.0,1.0,0.0,0.0,4.0
Omeprazole,25.0,1.0,0.0,0.0,0.0
Palbociclib,25.0,1.0,0.0,0.0,100.0
Paracetamol,25.0,1.0,0.0,0.0,40.0
Quinine,25.0,1.0,0.0,0.0,0.0
Ribavirin,25.0,1.0,0.0,0.0,0.0
Risperidone,25.0,1.0,0.0,0.0,2.0
Salicin,25.0,1.0,0.0,0.0,10.0
Tetracycline,25.0,1.0,0.0,0.0,0.0
Vardenafil,25.0,1.0,0.0,0.0,0.0
Yohimbine,25.0,1.0,0.0,0.0,49.0
Bifonazole,25.0,0.0,0.0,1.0,51.0
Boscalid,25.0,0.0,0.0,1.0,70.0
Caffeine,25.0,0.0,0.0,1.0,2.0
Camptothecin,25.0,0.0,0.0,1.0,83.0
Cimetadine,25.0,0.0,0.0,1.0,0.0
Ciprofloxacin,25.0,0.0,0.0,1.0,59.0
Cladribine,25.0,0.0,0.0,1.0,0.0
Clotrimazole,25.0,0.0,0.0,1.0,0.0
Etodolac,25.0,0.0,0.0,1.0,0.0
Griseofulvin,25.0,0.0,0.0,1.0,70.0
Ibuprofen,25.0,0.0,0.0,1.0,89.0
Indomethacin,25.0,0.0,0.0,1.0,0.0
Lamivudine,25.0,0.0,0.0,1.0,0.0
Mizolastine,25.0,0.0,0.0,1.0,53.0
Nevirapine,25.0,0.0,0.0,1.0,0.0
Omeprazole,25.0,0.0,0.0,1.0,0.0
Palbociclib,25.0,0.0,0.0,1.0,85.0
Paracetamol,25.0,0.0,0.0,1.0,39.0
Quinine,25.0,0.0,0.0,1.0,0.0
Ribavirin,25.0,0.0,0.0,1.0,0.0
Risperidone,25.0,0.0,0.0,1.0,45.0
Ritonavir,25.0,0.0,0.0,1.0,0.0
Tetracycline,25.0,0.0,0.0,1.0,0.0
Vardenafil,25.0,0.0,0.0,1.0,4.0
Yohimbine,25.0,0.0,0.0,1.0,0.0
Caffeine,25.0,0.0,1.0,0.0,1.0
Camptothecin,25.0,0.0,1.0,0.0,2.0
Cimetadine,25.0,0.0,1.0,0.0,0.0
Ciprofloxacin,25.0,0.0,1.0,0.0,9.0
Cladribine,25.0,0.0,1.0,0.0,0.0
Clotrimazole,25.0,0.0,1.0,0.0,0.0
Etodolac,25.0,0.0,1.0,0.0,0.0
Griseofulvin,25.0,0.0,1.0,0.0,24.0
Hydroquinine,25.0,0.0,1.0,0.0,14.0
Hydroxychloroquine,25.0,0.0,1.0,0.0,95.0
Ibuprofen,25.0,0.0,1.0,0.0,53.0
Indomethacin,25.0,0.0,1.0,0.0,53.0
Ketanserin,25.0,0.0,1.0,0.0,106.0
Lamivudine,25.0,0.0,1.0,0.0,0.0
Lidocaine,25.0,0.0,1.0,0.0,106.0
Nevirapine,25.0,0.0,1.0,0.0,0.0
Omeprazole,25.0,0.0,1.0,0.0,0.0
Palbociclib,25.0,0.0,1.0,0.0,33.0
Paracetamol,25.0,0.0,1.0,0.0,46.0
Quinine,25.0,0.0,1.0,0.0,0.0
Ribavirin,25.0,0.0,1.0,0.0,0.0
Risperidone,25.0,0.0,1.0,0.0,29.0
Ritonavir,25.0,0.0,1.0,0.0,48.0
Salicin,25.0,0.0,1.0,0.0,21.0
Tetracycline,25.0,0.0,1.0,0.0,0.0
Vardenafil,25.0,0.0,1.0,0.0,0.0
Yohimbine,25.0,0.0,1.0,0.0,39.0
