substrate_id,yield,tfa_equivalents,reagent_nbs,reagent_nis,reagent_palauchlor,GATS7d_mordred,softness+_max_aqme,MINaaN_mordred,GATS7s_mordred,MDEO-12_mordred,softness-_indxcarbon_aqme,Buried volume_min_aqme,ETA_dEpsilon_B_mordred,FilterItLogS_mordred,Radical attack_indxcarbon_aqme,AATS7i_mordred,Partial charge_min_aqme,FOD p proportion_indxcarbon_aqme,GATS8d_mordred,SIC1_mordred,MINdssC_mordred,MINsCH3_mordred,BCUTs-1l_mordred,Disp. coeff. C6_max_aqme,Nu_Nucleophil._min_aqme,SaaCH_mordred,MDEO-11_mordred,MAXdO_mordred,BCUTdv-1l_mordred,MAXssCH2_mordred,ATSC2d_mordred
Caffeine,2.0,25.0,0.0,0.0,1.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,0.0,0.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,2.25,1.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,3.0,2.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,3.0,4.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,2.25,6.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,3.0,10.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,0.75,15.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Caffeine,0.75,25.0,0.0,1.0,0.0,0.0,0.0166,3.993148148,0.842287695,,0.0028,0.3094,0.027991453,-0.518726517,0.0345,184.9509801,-0.441,0.013,,0.636137518,,1.455462963,1.401769204,28.819,-0.035,1.519351852,0.25,11.67203704,0.996016858,,3.111111111
Camptothecin,42.58252427,0.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,86.0,1.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,82.66019417,2.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,50.09708738,4.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,35.90291262,6.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,34.23300971,10.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,13.3592233,15.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,7.514563107,25.0,1.0,0.0,0.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,7.434782609,0.0,0.0,0.0,1.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,45.43478261,1.0,0.0,0.0,1.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,54.52173913,2.0,0.0,0.0,1.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,44.60869565,4.0,0.0,0.0,1.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,66.08695652,6.0,0.0,0.0,1.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,71.86956522,10.0,0.0,0.0,1.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
Camptothecin,76.0,15.0,0.0,0.0,1.0,1.020880852,0.0125,4.72219931,1.056623505,1.040041912,0.0038,0.3251,0.075485009,-4.91766656,0.0355,160.6453836,-0.4617,0.03,1.084651605,0.707238857,-0.706906423,1.695347039,1.17124205,29.485,-0.0101,11.5530207,0.66943295,13.0104532,0.988003731,0.42372449,1.510204082
