substrate_id,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Griseofulvin,13.254939373897708,13.254939373897708,0.1176170267489709,-1.4223431594860165,0.8326610784751866,25.208333333333332,352.7700000000001,335.63400000000007,352.071365944,128,0,0.2307250674399266,-0.49616751844746326,0.49616751844746326,0.2307250674399266,1.1666666666666667,1.8333333333333333,2.4166666666666665,35.495692173204816,9.752807379351466,2.5941334580585553,-2.359455244261733,2.538726436870178,-2.511554083932234,6.3481807773770536,-0.11796586389007202,2.871118292790089,2.2581731710520927,743.7920825984976,17.64589989101247,13.766611804547832,14.522540750566286,11.399449786001158,7.3751237477405525,7.753088220749779,5.750227448482579,6.128191921491807,4.497994813727227,4.8558982270596225,3.2993734712819185,3.5641465745647927,-2.21,270347.3695674076,16.64091969614327,5.7015415541703725,2.0215869901261305,143.82499238361365,18.947451815200196,22.08510847200613,17.29192165130502,11.384295757348628,0.0,0.0,9.589074368143644,0.0,0.0,0.0,18.524677089923138,0.0,24.481114844382894,21.3293926238326,28.536526183343838,23.167429782962394,0.0,0.0,5.917906046161393,18.94560963360032,21.3293926238326,28.487636852389986,0.0,17.248535499851716,14.210588861400147,0.0,17.248535499851716,11.600939890232516,38.49693332754617,9.53140013787187,5.917906046161393,23.702547498385453,17.901552046951668,5.022633313741326,0.0,0.0,71.06,11.518956857145081,9.589074368143644,0.0,40.082073026034294,11.49902366656781,0.0,33.47177979912809,6.923737199690624,0.0,0.0,30.548391705432714,21.89625595762997,6.333304376277258,25.113821876631825,0.17877598261526884,-1.1932237339380196,0.10687649596875959,1.5379791824137061,1.4772332451499117,1.7691598167044595,4.307594578324647,0.4117647058823529,24,0,6,1,1,2,0,1,0,1,2,0,6,0,7,1,3,0,0,0,1,0,3.953287297798878,3,2.8103000000000007,86.12550000000005,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hydroquinine,11.177684240362812,11.177684240362812,0.2253250188964473,-0.4692479213907792,0.9352397721690103,30.458333333333332,326.44000000000005,300.232,326.199428072,128,0,0.11912444576873177,-0.49674293960785865,0.49674293960785865,0.11912444576873177,1.375,2.25,2.9583333333333335,16.46532670746252,9.723895254587086,2.4205139544995884,-2.5092832823380404,2.4231124903133416,-2.5471786030181676,5.8348657338566055,-0.0561749419704055,2.6616583780599465,1.6755568373637348,713.0501329824655,16.681433796945207,14.48157540560311,14.48157540560311,11.707039898056804,9.056763809129007,9.056763809129007,7.243164733869153,7.243164733869153,6.1259703373373595,6.1259703373373595,4.709465864516336,4.709465864516336,-1.65,512499.65903706464,15.853215340265868,6.337901628826777,2.5794508403656495,143.00302923538914,9.843390348640755,5.749511833283905,0.0,0.0,0.0,0.0,9.883888251797686,0.0,0.0,0.0,13.344558822616634,61.051131509630814,24.169665021138407,18.730464646642098,9.843390348640755,10.902924932081056,0.0,9.883888251797686,11.835812092322787,38.33200928536492,20.199310353102682,36.02576333715651,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,41.231566828889044,0.0,11.835812092322787,37.85361994791395,30.462311845459514,0.0,10.902924932081056,0.0,45.59,6.103966387748303,5.106527394840706,0.0,6.041840829147961,0.0,53.5620347841359,12.841643245852019,13.30664111289061,24.26546827384644,16.80762545148831,4.736862953800049,5.360648377412898,0.0,6.943041038563676,12.17679392899135,1.8881963603342578,2.3742904943581347,8.066107198861078,4.973306285081627,4.546659880256561,1.6709564361404188,0.55,24,1,4,0,3,3,0,1,1,2,5,2,4,1,4,4,4,0,3,3,0,0,4.186504971967195,5,3.3972000000000024,95.12080000000006,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hydroxychloroquine,9.021901772623966,9.021901772623966,0.22937285200518498,0.22937285200518498,0.7317801043771165,12.73913043478261,335.87900000000013,309.67100000000005,335.1764401319999,126,0,0.0737050348968934,-0.3950445723161837,0.3950445723161837,0.0737050348968934,1.3043478260869565,2.130434782608696,2.869565217391304,35.49569150215683,10.110989847481232,2.0769845004899277,-2.2102963954704373,2.2482818922385084,-2.283446699468413,6.3088669125677885,0.199047230524473,2.535748642022221,1.9141064343944625,596.0098416777058,16.656489770562878,13.926347561766145,14.682276507784598,11.134560252985372,8.277121803144688,8.655086276153915,5.865465663102048,6.3019014435740335,4.081594676579744,4.316691779367483,2.7752696700506956,2.941613225091992,-1.3599999999999999,148135.89991829614,17.985553072207168,9.062254640025788,5.341836349421254,143.02439049463723,15.323225729697514,0.0,0.0,0.0,0.0,0.0,4.9839785209472085,0.0,0.0,0.0,18.524677089923138,57.12036153121423,34.8796846095633,12.123582682129179,5.106527394840706,28.191251096997135,0.0,9.883888251797686,0.0,32.730958474381225,31.557939786256977,35.48494515920084,0.0,0.0,5.316788604006331,5.687386274683562,0.0,11.600939890232516,47.273407658036994,0.0,0.0,26.689117645233267,30.462311845459514,5.022633313741326,10.902924932081056,0.0,48.39,0.0,0.0,0.0,6.606881964512918,11.064474142889287,49.06622367035436,0.0,0.0,30.462311845459514,29.048151255185264,16.70746728507322,0.0,6.03146088300168,6.6464611659125135,14.402662239656287,2.010811506765241,0.0,8.191121800543316,4.003935507139121,7.324658008092953,0.0,0.5,23,2,4,0,0,0,0,1,1,2,1,0,4,2,5,1,9,0,0,0,0,1,7.086507034001715,2,3.7830000000000026,98.27150000000006,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ibuprofen,10.762425070336777,10.762425070336777,0.4184259259259264,-0.7716577958343829,0.8215995486924975,12.8,206.28499999999997,188.14099999999996,206.130679816,82,0,0.31018535153231086,-0.4807885019257389,0.4807885019257389,0.31018535153231086,1.2,1.7333333333333334,2.1333333333333333,16.36640479713451,9.968471760898746,2.123540108955395,-2.085757965387073,2.16889350754164,-2.068800465423947,5.749768182058118,-0.13786206865190767,2.165506939440076,2.7590371332701524,316.396476403863,11.422285251880869,9.526670282288125,9.526670282288125,7.002907755397974,5.32030090584347,5.32030090584347,4.3994781236223774,4.3994781236223774,2.4940956097181957,2.4940956097181957,1.556376775771452,1.556376775771452,-1.31,1862.3359679184655,11.763046018991963,4.964460295417243,3.387630631562938,90.941753772513,5.106527394840706,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,38.112942673227685,30.38936785217202,0.0,5.917906046161393,9.901064578912528,5.969305287951849,0.0,0.0,5.917906046161393,33.10993926815927,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,11.075832682792555,11.21535880699783,5.917906046161393,37.81602062862726,24.26546827384644,0.0,0.0,0.0,37.3,11.887211334113243,4.794537184071822,0.0,0.0,5.917906046161393,11.984273114623004,5.563451491696996,6.923737199690624,24.26546827384644,13.847474399381248,5.106527394840706,0.0,0.0,10.762425070336777,8.850157339170236,2.140134164777023,-0.5579103678508444,7.871574074074074,1.0433852985638699,6.056901087595532,0.0,0.46153846153846156,15,1,2,0,0,0,0,1,0,1,1,0,1,1,2,0,4,0,0,0,0,1,3.8931449942967644,1,3.0732000000000017,61.03480000000004,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indomethacin,12.987203404509954,12.987203404509954,0.17023930251112818,-0.9547112899593053,0.7678065120522065,10.84,357.7930000000001,341.66500000000013,357.0767856719999,128,0,0.3074078016334054,-0.49674295951740394,0.49674295951740394,0.3074078016334054,1.16,1.84,2.44,35.49569161900575,10.081298123551836,2.212810024817615,-2.076582841850055,2.3037515472213093,-2.136958985228134,6.302418758689139,-0.13572943540045232,2.856211887899643,2.232371733378278,945.8621484541021,18.137463722575188,13.745695200914664,14.501624146933118,11.917922655570505,7.62053801160924,7.998502484618467,5.665014130168133,6.1014499106401185,4.164153695808131,4.416130011147617,2.9470046898945004,3.072992847564243,-2.7899999999999996,468921.44290781184,17.04669994118993,6.607181634243952,3.1046664994872564,148.94809374556095,9.843390348640755,5.749511833283905,0.0,0.0,5.907179729351506,5.969305287951849,14.156174015934997,0.0,0.0,0.0,11.600939890232516,54.95175817061889,21.66623701475158,19.047319881819803,19.4324647167844,34.380349839616926,0.0,4.567099647791355,0.0,13.344558822616634,7.109797541277533,64.30803377121505,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,11.600939890232516,28.659909601212945,11.21535880699783,6.923737199690624,21.615368162314272,42.46456947923127,5.022633313741326,10.902924932081056,0.0,68.53,5.969305287951849,14.69560176298435,0.0,12.328001352277514,38.49590105734874,0.0,4.567099647791355,56.49810422019943,0.0,0.0,16.337802844032566,6.771390964635012,5.886218622440132,24.25277154793659,10.472007186275013,2.324916339478179,-0.583227064675476,11.866282421404774,-0.17023930251112818,1.7485792845944963,1.5424111115335168,0.15789473684210525,25,1,5,0,0,0,0,2,1,3,0,0,4,1,6,1,4,0,0,0,0,0,4.505225711035902,3,3.9273200000000035,95.74730000000005,1,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ketanserin,13.044693618876614,13.044693618876614,0.048002856723511345,-0.4073392903993549,0.6735760490733905,15.620689655172415,395.434,373.25800000000015,395.16451978399994,150,0,0.32837629035386284,-0.306647700781896,0.32837629035386284,0.306647700781896,1.0,1.6896551724137931,2.413793103448276,19.14214522719147,9.886776914015178,2.254479377739538,-2.3082628304512327,2.2157887343579823,-2.4185916779259027,5.974014951510793,0.08367821488112548,2.7393469342874144,1.3759557752840654,1109.1523213563555,20.38010440969448,15.935929645226654,15.935929645226654,14.024877143252588,9.7673685215258,9.7673685215258,7.419585149131591,7.419585149131591,5.616321486987081,5.616321486987081,3.912050107757013,3.912050107757013,-3.06,4734336.604814778,19.264858189070733,8.126207150619834,4.048073139800842,166.1430704406891,9.883888251797686,5.817220841045895,5.783244946364939,0.0,5.559266895052007,5.689743398203474,14.156174015934997,9.184952231746642,0.0,0.0,12.13273413692322,62.32935846844683,24.570870349683542,10.902924932081056,9.184952231746642,16.686169878445998,0.0,14.450987899589041,5.917906046161393,19.386399651764595,19.634269217737724,80.7496935418349,0.0,0.0,11.24901029325548,4.39041504767482,0.0,0.0,39.86850206369171,6.544756405912575,11.735126887207288,23.199631921620835,58.120010915836524,0.0,10.902924932081056,0.0,75.17,5.689743398203474,18.774026599890284,0.0,23.07763872862423,42.39753248145522,13.08951281182515,28.832567921637796,24.26546827384644,0.0,9.883888251797686,0.0,14.278909785601176,0.0,42.353451271850965,0.4960210392641158,0.387747102879316,-0.3836684531478085,12.642926595370408,1.4150516537601674,2.3095610044216643,0.0,0.3181818181818182,29,1,6,0,1,1,0,2,1,3,0,0,5,1,7,2,5,0,1,1,0,0,5.398283736955298,4,2.4238,108.72320000000005,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamivudine,11.442129157218442,11.442129157218442,0.057224033131771046,-0.4313057445200299,0.7038615838122525,25.666666666666668,229.261,218.17299999999997,229.052112212,82,0,0.35114912918772,-0.39275837743683834,0.39275837743683834,0.35114912918772,1.8,2.6,3.2,32.166667004911986,10.511606403153436,2.266732862019778,-2.125534135502153,2.2970157305981247,-2.2823604581603734,7.995212916408958,-0.0062867926152054675,2.656999263425458,2.204299752254942,383.2699382540057,10.836498814253964,7.8673505662126875,8.683847147140414,7.2027086004072345,4.430532183225075,5.479286973205731,3.078449863232954,4.2708999529628295,2.0444089211085625,3.1539803063209457,1.3300631676724362,2.260750879073292,-1.0500000000000003,3818.107941542383,10.467220165322534,4.213446893102682,2.137865937402115,90.06690967616714,15.57705782580294,17.481762320138984,0.0,0.0,0.0,5.689743398203474,4.567099647791355,4.794537184071822,4.9839785209472085,11.761884949391115,0.0,6.06636706846161,11.949697178359866,6.606881964512918,9.843390348640755,17.57974772722614,0.0,9.551078168738563,0.0,11.663899542303952,18.09340304842189,22.747491222349982,0.0,0.0,11.423410875365658,5.817862777835028,0.0,11.761884949391115,32.453339506408064,4.736862953800049,0.0,6.22790117073487,17.057747824146507,0.0,0.0,0.0,90.37,5.689743398203474,4.794537184071822,0.0,24.088644284651902,5.752853606746789,0.0,16.32898459718247,12.263210640074686,0.0,4.9839785209472085,15.57705782580294,6.786462585034014,1.467232379062736,15.044570105820105,8.87527893256068,4.673482536533132,0.8167649544385659,1.543352229780801,1.1834136432350713,-0.057224033131771046,0.0,0.5,15,3,6,0,1,1,0,0,1,1,2,0,7,2,7,2,2,0,1,1,0,0,2.9402050856666646,2,-0.5941000000000001,56.36320000000002,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lidocaine,11.892318594104308,11.892318594104308,0.06120370370370387,0.06120370370370387,0.8489671904749566,10.647058823529411,234.34299999999996,212.16699999999997,234.173213324,94,0,0.23806613187559778,-0.324484604945174,0.324484604945174,0.23806613187559778,1.1764705882352942,1.7058823529411764,2.176470588235294,16.15013762579058,10.099692731628444,2.094433566742462,-2.1815574207486264,2.186220417838297,-2.327331479447568,5.932586126168501,-0.11679336447491696,2.307845583406121,2.6802676560474934,349.3747421664592,12.836498814253964,11.208833037092342,11.208833037092342,8.078917360319545,6.164591332105106,6.164591332105106,4.276374970349688,4.276374970349688,3.0071852609718834,3.0071852609718834,1.8408792833076058,1.8408792833076058,-1.3499999999999999,5511.135253173818,13.713897763578274,6.4012209135305955,3.858200815473424,103.822157988525,5.316788604006331,0.0,0.0,5.907179729351506,0.0,0.0,9.694446914922299,0.0,0.0,0.0,32.046575604766076,38.06389019460039,5.687386274683562,6.544756405912575,4.794537184071822,11.594566004035068,0.0,4.899909730850478,0.0,27.694948798762496,24.951057821744058,29.32600418877882,0.0,0.0,5.316788604006331,5.687386274683562,0.0,0.0,30.44135867793971,4.794537184071822,13.847474399381248,24.97437738277524,18.19910120538483,0.0,0.0,0.0,32.34,0.0,4.794537184071822,0.0,5.907179729351506,6.544756405912575,29.903802069902707,0.0,0.0,32.046575604766076,24.064172734238056,0.0,0.0,0.0,13.992457482993197,2.9969907407407406,3.167083333333334,0.06120370370370387,6.032499685059208,0.0,10.416431720836481,0.0,0.5,17,1,3,0,0,0,1,1,0,1,0,0,2,1,3,0,5,0,0,0,0,0,5.163864068837512,1,2.5837400000000006,72.33370000000004,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mizolastine,13.379801467055291,13.379801467055291,0.14463276607928877,-0.23156892672025098,0.5234372068442692,14.75,432.5030000000001,407.3030000000002,432.20738764000004,164,0,0.25171295161596696,-0.34228689597432727,0.34228689597432727,0.25171295161596696,1.09375,1.84375,2.59375,19.14214590418211,10.042526047264854,2.2650700440979388,-2.3706821449210116,2.2760815664283327,-2.447416664245664,5.786542183188548,0.4694249907656349,3.183933456508502,1.380374037789546,1239.192955449741,22.078775022443736,17.908667607991507,17.908667607991507,15.580520035918413,10.811424552715884,10.811424552715884,8.199950907353514,8.199950907353514,6.175213345357571,6.175213345357571,4.397510630114099,4.397510630114099,-3.679999999999999,33405218.51046355,20.23540657778649,8.452068204894788,3.954767308823788,184.70082040443307,14.366919109492311,5.817220841045895,0.0,11.896678561972989,5.559266895052008,0.0,9.77851570501903,14.358372089569237,0.0,0.0,24.26546827384644,42.67056301139545,38.442236263724986,17.5781578411451,4.39041504767482,22.93007999720551,0.0,19.519035210632982,0.0,25.428240480912557,29.9370042562033,82.5286235996343,0.0,0.0,15.359086356752965,16.28709360964781,0.0,0.0,45.69806083428328,6.544756405912575,5.817220841045895,18.405094737549014,65.58868437183939,0.0,11.033401435232523,0.0,70.05000000000001,0.0,9.184952231746642,0.0,17.418328565245865,12.49309568689907,48.47634826559318,24.395944776997904,0.0,37.37950732498524,30.401243219848336,4.9839785209472085,15.590960728969423,0.0,28.05435204859169,0.0,2.907746815654412,1.2984028819578168,16.461578689802767,3.390201751895024,2.322177039280665,1.9745800438482062,0.2916666666666667,32,1,7,0,1,1,0,2,2,4,0,0,6,1,8,3,5,0,1,1,0,0,5.3447198921633765,5,3.4122000000000012,123.73070000000001,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevirapine,12.403475056689345,12.403475056689345,0.1170370370370366,-0.1170370370370366,0.861716125086419,17.05,266.30400000000003,252.19199999999998,266.116761068,100,0,0.259040848923194,-0.3184743028957275,0.3184743028957275,0.259040848923194,1.2,2.0,2.8,16.149550522192897,10.201193707182506,2.373605360711254,-2.231660272489429,2.4299470055284225,-2.2221163413821134,6.1144232120873,0.10228199869188179,3.2711651994369526,2.001838909708102,688.9345403537218,13.689869965382487,11.128204254474591,11.128204254474591,9.75402019542349,6.766994855590683,6.766994855590683,5.256326351105966,5.256326351105966,3.777533228333562,3.777533228333562,2.6070043736203017,2.6070043736203017,-2.43,110375.65615940165,11.401137803518536,4.030422454929436,1.5916576426488964,116.21205950623379,10.216698334856808,5.817862777835028,5.817862777835028,0.0,5.907179729351506,0.0,4.794537184071822,9.967957041894417,0.0,0.0,0.0,43.52793314262447,18.435527972374114,11.250837766380558,4.794537184071822,23.230291559705126,0.0,9.967957041894417,0.0,25.807221274690605,10.216698334856808,41.71969133200498,0.0,0.0,10.216698334856808,17.323111830353618,0.0,0.0,21.91697760039388,0.0,6.923737199690624,28.763083413317833,30.59278834861098,0.0,0.0,0.0,58.12,0.0,4.794537184071822,0.0,5.907179729351506,17.423155098679985,29.910343790067607,0.0,18.460054211687762,19.056471336613843,20.184655376751223,0.0,0.0,0.0,23.423495842781563,2.9763888888888888,2.417598261526833,1.3993055555555562,5.908469387755102,5.726640211640212,1.9814351851851852,0.0,0.26666666666666666,20,1,5,1,1,2,1,0,2,2,0,0,4,1,5,3,1,1,0,1,0,0,2.297570090752299,4,2.6512200000000004,76.32520000000002,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Omeprazole,12.680257542831948,12.680257542831948,0.2772124590576972,-1.3282853048626861,0.7692390365670643,12.333333333333334,345.4240000000001,326.2720000000001,345.11471246799994,126,0,0.19730311802166275,-0.496683562342977,0.496683562342977,0.19730311802166275,1.2083333333333333,2.0,2.7083333333333335,32.19727912980626,10.133554795333618,2.1579900764053646,-2.1098993472995433,2.257856135026659,-2.0468162555717986,7.836007108619992,0.4069013664701304,3.0065977799893377,1.9005728339415109,889.7874646671859,17.26722023457211,14.043928210800422,14.860424791728148,11.528407103102722,7.4434924977827714,8.762424390769594,5.461048939258312,6.827466466577105,3.9017431666317623,5.062023986585719,2.6061450233687733,3.706211926416468,-2.41,353332.36450656696,16.447862009987272,6.604258967706701,2.9892470267127704,142.24467347477622,14.457704428547306,11.49902366656781,5.156436481820707,0.0,0.0,0.0,9.192877013111676,4.9839785209472085,0.0,0.0,0.0,25.980208536304467,23.39011362346868,47.49934716228715,13.682624399764567,21.83297047813683,0.0,14.951935562841626,0.0,24.756764487948743,14.219595082555067,41.21677575524036,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,33.38042913756116,16.552422649651096,13.847474399381248,16.82083097824245,29.552381258818613,0.0,11.033401435232523,0.0,77.1,10.799569042904308,4.208898492164469,0.0,5.752853606746789,10.905948315104613,33.60374424675888,0.0,20.416438654168143,32.046575604766076,14.951935562841626,9.473725907600098,23.267698295475412,0.0,11.911460062037262,0.4296249055177628,4.159259620358974,1.7757835154263732,5.508893809513398,1.737963283109387,3.8621827815596546,1.902689282557331,0.29411764705882354,24,1,6,0,0,0,0,1,2,3,1,0,5,1,7,2,5,0,0,0,0,1,4.5260808407942,3,2.8997400000000004,93.02110000000003,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
